27450168,22150080,163877409
49912439,163877409,23702397
104871512,163877409,494696880
219855843,24490384,23702397
217984518,41511637,130176159
25844958,18721502,23702397
40961474,10876852,17652777
41554056,14372486,23654341
24391888,368898559,16202733
37838964,14227046,40164390
40164390,14227046,37838964
518304539,445348992,8051992
368898559,24391888,16202733
191793302,285708672,10418002
7768572,16827173,37461389
233582757,31812497,11268812
19946977,50393960,19029137
14618151,177310174,14208982
38303040,13613292,19802879
161445523,49089235,11268812
35432131,3829151,27475761
127625661,407259902,75829996
281765007,44312605,63135128
165498547,44473103,196429355
463410501,193076197,48108211
137117427,310687757,39689218
110331646,6054912,18456470,15813531
302985153,58653515,334397688,36233437
55507069,90420314,31353077,16786977
270383088,456080788,32844932,59518571
87633398,41693743,115485051,121114678
184989148,26174957,39685204,20014300
115375773,114729566,43353248,28297965
561078981,34212925,82830475,67121726
26174957,39685204,20014300,184989148
34212925,67121726,561078981,40616872
21150703,43412421,2890961,76668155
64843630,31957731,8471852,22709659
17260083,114280167,5484572,19933527
19689593,24569387,32340023,17844641
18454539,81892737,16134906,14886375
16284144,693193,755959,2142731
44176460,77007853,18229027,40972489
57468209,11928542,18927441,2384071
36444441,110830315,40717768,34352264
34352264,40717768,18927441,30132876
15255503,3713811,15781591,14850356
16031105,23082430,95064358,476762940
229041842,23082430,21179744,238965032
19614337,41358507,14335498,48903
318487295,166601166,476762940,95064358
20072070,204759632,25791837,77941959
11539042,77941959,2324551,40570855
95064358,756242,2039761,2039761
83816651,19058681,115485051,108382988
9549722,97723803,14824849,115485051
165899271,35622910,14986811,31637577
203204925,18948541,19279990,259379883
276157645,19058681,17312953,276159308
794806,10241,7729542,3230521
78682833,17093617,15461733,15165493
325101411,17783001,7377812,114910205
65356121,14155052,5974992,454340464
82939583,28061932,115485051,30364057
153814508,29311785,18033310,96046331
38367466,32765534,180433733,41388868
74794648,19800884,39832686,191210138
80096621,14506253,26053643,263292498
353205868,10926202,236970593,33567986
256289743,28183933,109660695,26257166
191210138,74794648,19800884,39832686
394254612,10926202,65785869,236970593
36862621,33617320,14740219,41073372
284353592,235766196,235766196,235766196
15845481,5380672,15677036,18823915
15139049,15028405,16373753,20772941
14946200,13130412,12095912,11253262
26047896,14457120,46220856,83883736
14164204,16463326,23391480,6229562
10692272,83883736,11348282,7712452
21211908,59585723,8834612,19471361
387923418,15139049,19471361,15028405
14751055,15391583,2384071,972651
412979840,15199325,81848686,21909890
93983978,47410486,123655316,15368773
94503128,17643774,15780631,95822575
55327763,61028698,25521487,32064215
16143951,509323,27463744,14092380
16457564,356963,618593,15527013
17372617,18611614,33329113,18999599
23614207,58528137,21111883,17929376
105574103,21556071,89523939,37699718
172444094,110685503,170148462,134970740
99382317,17919972,23375688,21111883
97078296,105574103,12925072,89523939
15078266,14538254,14202579,31986700
162380435,47273526,98795912,70587360
19375136,5637652,6451032,64491983
35604279,94813511,14224219,14242872
143719617,111492860,47667972,14952378
35284388,21514014,34694802,6370862
21655440,253784672,91433350,395483662
253784672,395483662,21655440,7218552
177234664,22596969,7718462,25448800
325178666,177234664,84042956,22596969
27163774,5520332,1000591,34749146
362798157,332393820,19774817,18666844
189117105,466529846,135078371,193406150
457963547,193406150,81388260,466529846
283150159,21273590,18666844,19774817
25132061,18740765,14304373,17595958
14073029,14615871,16567955,14616022
18528834,16630062,16630062,16630062
7472602,36735522,15314652,19885130
21347199,235308920,121929789,20004982
241272963,15085196,15018214,9534522
770391,15901190,11701882,158558510
1361611,216025903,296112467,14693692
14173315,14511951,1652541,15485441
103129824,12925072,230245985,9938852
89042383,230245985,95260836,15265990
34068358,15822353,19728957,31216266
125457338,99607756,30090568,22461427
34927757,117759812,14289835,14045683
43495684,22046728,14550264,2206131
76064946,29187366,44104942,30001178
62578208,62536114,44609264,30001178
19072957,34771668,3359851,31874347
34665760,59414975,29187366,26280712
305003658,19034207,44609264,30001178
147632461,132513730,115485051,62581962
49414383,59414975,59804598,34771668
62739164,27945428,25125936,21268345
21454322,115485051,51263592,15846407
535756639,248506047,61819832,15853668
308641060,15853668,15853668,15853668
177658536,22685200,15485441,115485051
150493507,85822297,15657647,19637934
123639325,16971220,115485051,108382988
19559385,17194296,19107266,813286
15370362,14281853,14224719,14291684
16606763,27660239,23047010,17194296
16361975,15439395,17753033,14349954
14730702,7905122,15439395,78890225
19542124,18142375,14104027,14224719
48293859,16139649,47611626,17706314
15543,15428548,1761951,19644592
60960147,17483462,50725068,23047010
6085932,14511951,972651,807095
15105878,18791763,51964801,30279074
17201890,17544699,813286,759251
14845609,128216887,78298637,5402612
19119983,7400702,3466081,5402612
15428548,15439395,15543,813286
16600626,813286,16512203,14224719
91052691,54439860,54456800,32091328
16624352,6351572,126788928,17530194
18797870,18334064,6351572,17194438
50881894,218344391,92542842,275285699
387472759,16303106,46490404,20351769
156901243,20197350,6351572,17327264
244208830,11348282,161760542,50115087
173590805,41147062,11348282,15139281
15010418,216548653,216548653,216548653
26907066,23865144,18917572,34035907
23865144,34035907,18917572,26907066
18917572,34035907,23865144,26907066
407440512,15880163,309366491,175633082
34035907,23865144,18917572,26907066
79878516,239760107,214997269,22550806
237150171,220596511,488673015,18636085
163332705,272627006,27855118,10671602
276575469,37626336,44753138,41894819
19741679,293637123,82186737,14730343
293637123,240789066,82186737,14730343
67092832,19568509,18269449,77888423
28481147,2735591,657863,7040932
34718794,32867432,21246816,20660609
47212351,1581511,18363508,2890961
18111416,18360994,18464353,17546141
136879221,10202,1344951,10350
193031474,84648798,27765255,165908478
19354734,14529167,25292544,21355321
15012215,14630468,21355321,14309129
23883560,18469707,14460713,36465626
14992890,22903583,17508177,14310583
187811547,19175123,39860984,64095982
56278217,59804598,3359851,113724588
64571367,22461427,63485337,91009752
241107404,113859309,113859309,23039989
67146159,24403452,42379291,24403452
21519885,20519534,7088822,21146468
19363089,14903374,16415588,19668592
15388305,142862878,339529477,20661527
170228725,1065921,101875931,21041523
65716459,14413133,20661527,29255143
210356649,113497402,20524838,17752764
1673911,5442012,6080022,12127832
20524838,17752764,26280673,236699215
438558209,14573745,18647609,7082092
23470438,24726732,15816424,289074893
24726732,14722564,15816424,23470438
74875669,126881128,31928413,14075928
160820894,87791392,15727507,35018926
154007505,45573849,15740018,46184114
394467926,18409954,14681605,31676365
19489855,37338814,14230524,11522502
30686649,14230524,21447363,62581962
82149843,428333,38485628,39599022
15912761,14230524,66699013,21578499
406778627,237845487,14681605,31676365
47135121,813286,16129920,20609518
54657041,14180365,14195881,39241726
19727535,813286,16076265,16673982
18291921,16712268,15679119,16680962
59884027,14675928,14876672,23152989
16329990,23152989,117910673,14876672
330750164,14876672,10141632,271773136
401042803,23152989,16680962,14876672
18209862,15643370,45445539,7861312
86610846,14876672,76745164,126478472
59205965,126881128,22027186,15372050
141256910,18767244,84915442,17338082
19983599,19208457,21814671,14467688
14313332,930061,11740902,1689591
17949801,222200162,19035424,293850289
58954352,18208354,21586418,18498684
177083193,86201060,14629709,1027701
38672574,40519997,18131961,23235056
44818247,41284429,23484625,21586418
69175625,28609947,54365543,72450811
147580943,28628850,115485051,21613794
104299103,19877186,16129920,285282053
17488414,3888351,40043352,115485051
40043352,17488414,3888351,16544024
466153206,7841652,14884472,28628850
24589645,34514558,28609947,54455107
18822634,18301663,14996867,10671602
16055778,14239638,14824238,26376491
91635549,65748085,28406709,28247230
28247230,28406709,91635549,10671602
24638105,117558139,7446452,14269220
184979873,18713254,30891969,22027186
153910650,43192807,116942168,75496180
117487209,22940219,17740885,37845895
14219081,18671559,14681605,62581962
71121686,17361891,22413809,14519984
280567647,19117113,15111448,373040820
129691941,19725644,373798422,115485051
15111448,280567647,3094911,19117113
373798422,19725644,172959279,20938877
61790872,118505994,61483289,61483289
19117113,280567647,37975275,15111448
69776562,16220934,45229371,175624200
14959652,373040820,115485051,20476556
138065190,18599061,20515383,175624200
26452299,94860638,1070541,151667946
1979391,29395230,29395230,29395230
332315342,16562255,290304654,175280623
362877682,274665566,170174151,170948145
285769598,24486441,24412047,35329667
182455714,24486441,286160055,149152087
370343171,163487466,77401805,108398384
168681629,33960487,16562255,16793368
185012060,26362236,16852229,56843421
187247266,286160055,24486441,219449657
148919864,170948145,274665566,170174151
17594789,35329667,18912994,24486441
82209802,290304654,16562255,175280623
335996055,66369181,120120773,36681590
156860038,259516003,106837463,125523197
201241785,386428938,294463523,20273398
225468671,23248294,158083571,38486209
41599838,18690362,17225361,26304789
15499152,168787471,17225361,25933332
522485164,215060612,27730125,263147920
91186036,21586418,17073,6446742
119593082,19562228,22027186,16877611
27730125,263147920,312167534,215060612
403086984,98552561,75282074,18125335
14397251,140928507,7657752,64822927
215060829,21279256,25940364,25544125
16394358,21279256,209361866,227341921
14641347,14269172,15666380,14546414
4628121,8584,8525402,16168119
39278402,258823906,14815739,35162371
201537778,20371993,166455368,159722720
150141613,104158200,201537778,153120360
25230568,9594182,15165865,164021756
39486292,27896925,37965714,14215217
265935150,95008645,364521681,39486292
137317917,15913,319036126,20261666
299439730,5484362,14922225,15913
175862866,188022976,102214285,21111883
16950889,16661296,1344951,19639085
463256954,16950889,21170263,77226369
124066751,19697415,8161232,17599655
226741998,14985228,113420831,13783772
495354936,28439478,43180237,241324546
34018819,19719869,19794121,26875700
30233206,17583639,2735591,14800270
18491268,19637934,16303106,115485051
17191474,12591,61133,8501792
72379466,15736190,41553,14544190
14270830,14544190,14601788,13473852
348584920,143960983,427516636,365856629
30371516,27195114,24966423,169686021
551212025,143960983,185730540,19987925
365856629,427516636,143960983,348584920
1124601,15743570,9453872,19058681
72571040,351731728,379359903,12925072
28149095,26281970,181790473,20205471
18921582,14824849,90420314,16405786
25538294,25519369,27770654,39617725
159904799,8496762,4207961,31142666
19638003,158414847,259379883,16303106
15957303,25686082,14824849,121524001
169066756,15456558,68448471,36477784
33961815,19109172,15456558,169066756
68448471,15456558,135304832,30313925
36744137,17047585,14051274,14681192
217978742,273316919,36204399,14691709
146628721,755068,9723672,14051274
213503016,309366491,309366491,16616109
150375822,40981798,62513246,165846719
247757354,54228724,43003845,265482665
127927725,162732886,221793176,146675161
146367309,14946999,62557485,14128609
122808162,125174528,165846719,217795751
8538372,104181863,14946999,8360682
382222462,261434167,43003845,113058991
120786278,220528068,62657245,120245138
154747808,14946999,8360682,54228724
30366131,11348282,16245822,14987728
97048721,39318649,118354602,26524195
26524195,17054817,115710614,21001434
49661271,115710614,61853389,39318649
45211086,25359130,24229787,41857531
328167812,15430795,146885274,15494342
237204942,10671602,15494342,97525443
99209502,16870853,366084941,19726058
56531899,14892610,19637934,15693493
19347651,14089195,115485051,18038269
16073115,17968886,14327149,14583400
19980906,16870853,14089195,18517910
19660217,22461427,26861141,85259796
19952246,16870853,16618332,50160932
19117213,19952246,39184406,20172395
18274475,16618332,22461427,15666380
14219218,90420314,115485051,31353077
14464766,15962096,1435461,11348282
22228476,14075928,90420314,14511951
139632135,21148293,66561957,14506253
32627702,16668573,6801772,18369812
29115617,115485051,18208354,15901190
293044576,130617778,14075928,813286
58721416,21148293,21148293,24261669
35863564,16279105,15565871,9890492
21093854,19402238,28657802,81460510
81157001,8803492,16734718,8803492
308686769,71820826,461493636,19122675
62846120,403770451,399147540,14801539
167375916,18934825,93694557,8820652
29815293,972651,41120559,37009198
16740348,15736190,13473852,18776131
16301273,14458280,10202,972651
68189134,9814222,16369845,5485192
685513,793830,166369152,17104751
1059801,20536157,816653,783214
112587150,18122642,17636405,5485192
21709889,18122642,22013577,15736190
53932733,14670722,95495271,39600392
86964884,50134285,22613486,14880937
423282568,95495271,12895212,88788576
50667527,14982575,11348282,14944532
47907180,14982575,14944532,70694567
15633071,14217740,14944532,14944532
26058371,14211237,15622297,31353077
227490940,167112946,38942027,385587514
29350997,19063323,24346890,141059344
38372738,11253982,4519121,10350412
2269731,14145493,17925547,22591657
17929214,19873252,14145493,34174320
23910879,263315511,11253982,10350412
30546177,32030780,42709841,28127547
155449888,164826343,200579069,30842596
32128610,15461526,32490353,28127547
164826343,213253555,200579069,152967678
15993648,6972182,15461526,34072922
272798830,272797704,16786977,20609518
213253555,164826343,152967678,152967678
37939843,11340982,16540279,40979786
340152975,17897744,11348282,42871498
11229432,254661746,211303345,67059584
96219204,111492860,42568105,10144972
19418918,15422847,14222507,5520332
18226924,14439553,52953,20809087
22763550,30681238,66988729,82459133
30804418,15422847,43514656,65289126
14817347,66988729,6673382,52953
41653783,27789466,158773106,52953
5444722,270341223,2729061,9206682
165123000,29030126,158103356,119863220
60740376,40714864,66988729,144970345
16995236,816653,652633,29030126
60701666,234489403,813286,134852921
274567076,234489403,134852921,60701666
239648605,20436922,1405071,20436922
90202202,19279990,278778939,43630053
25123356,341027960,84207788,47337365
467658481,44819965,369059770,250830574
29572254,14315176,44819965,29634406
386938808,341027960,239648605,20436922
60225440,488583914,43630053,336597532
426773431,19279990,336597532,15472368
381698111,149976113,45680885,31353077
43532023,21600144,87969610,158414847
45680885,82694047,84207788,149976113
488583914,43630053,60225440,336597532
142898416,163386854,16961084,20536157
20293840,273773127,16296569,25124549
115116673,42977712,16296569,273773127
